Soul-RnB,6190,1
Soul-RnB,2727,1
Soul-RnB,1248,1
Soul-RnB,1316,1
Soul-RnB,1412,1
Soul-RnB,1694,1
Soul-RnB,2139,1
Soul-RnB,1050,1
Soul-RnB,1811,1
Soul-RnB,852,1
Soul-RnB,1065,1
Soul-RnB,712,1
Soul-RnB,737,1
Soul-RnB,880,1
Soul-RnB,682,1
Soul-RnB,967,1
Soul-RnB,2014,1
Soul-RnB,1128,1
Soul-RnB,712,1
Soul-RnB,682,1
Soul-RnB,1542,1
Soul-RnB,1972,1
Soul-RnB,540,1
Soul-RnB,759,1
Soul-RnB,1209,1
Soul-RnB,915,1
Soul-RnB,897,1
Soul-RnB,1118,1
Soul-RnB,5851,1
Soul-RnB,1123,1
Soul-RnB,1824,1
Soul-RnB,947,1
Soul-RnB,1586,1
Soul-RnB,800,1
Soul-RnB,1307,1
Soul-RnB,733,1
Soul-RnB,2058,1
Soul-RnB,1246,1
Soul-RnB,2914,1
Soul-RnB,833,1
Soul-RnB,722,1
Soul-RnB,1190,1
Rock,3247,1
Rock,85,1
Rock,97,1
Rock,74,1
Rock,920,1
Rock,349,1
Rock,113,1
Rock,391,1
Rock,497,1
Rock,73,1
Rock,501,1
Rock,286,1
Rock,602,1
Rock,114,1
Rock,46,1
Rock,66,1
Rock,145,1
Rock,486,1
Rock,342,1
Rock,258,1
Rock,106,1
Rock,300,1
Experimental,650,1
Experimental,448,1
Experimental,324,1
Rock,273,1
Rock,218,1
Rock,394,1
Rock,609,1
Rock,177,1
Folk,1284,1
Experimental,332,1
Experimental,297,1
Experimental,296,1
Experimental,269,1
Experimental,365,1
Experimental,469,1
Pop,438,1
Pop,660,1
Pop,320,1
Rock,432,1
Rock,2262,1
Rock,442,1
Rock,197,1
Rock,109,1
Rock,455,1
Rock,798,1
Jazz,3028,1
Jazz,3098,1
Jazz,3610,1
Jazz,3199,1
Jazz,4769,1
Rock,165,1
Rock,175,1
Rock,311,1
Rock,99,1
Rock,250,1
Rock,109,1
Rock,120,1
Rock,95,1
Rock,103,1
Rock,76,1
Rock,125,1
Pop,385,1
Rock,310,1
Rock,124,1
Rock,153,1
International,2374,1
Experimental,538,1
Rock,611,1
Rock,238,1
Rock,658,1
Rock,408,1
Rock,313,1
Rock,280,1
Rock,837,1
Rock,173,1
Rock,525,1
Experimental,386,1
Experimental,244,1
Experimental,309,1
Experimental,246,1
Experimental,201,1
-,729,1
-,439,1
-,460,1
Electronic,221,1
Electronic,117,1
Electronic,105,1
Electronic,104,1
Electronic,571,1
Electronic,114,1
Electronic,99,1
Electronic,2475,1
Electronic,171,1
Electronic,75,1
Electronic,78,1
Electronic,49,1
Electronic,215,1
Electronic,136,1
Electronic,244,1
Folk,1966,1
Folk,588,1
Folk,907,1
Folk,487,1
Folk,595,1
Folk,453,1
Rock,1608,1
Experimental,1708,1
Experimental,720,1
Experimental,949,1
-,452,1
-,640,1
-,349,1
-,596,1
Spoken,994,1
Spoken,238,1
Spoken,154,1
Spoken,150,1
Spoken,97,1
Spoken,130,1
Spoken,83,1
Spoken,98,1
Spoken,73,1
Spoken,141,1
Spoken,162,1
Spoken,59,1
Spoken,146,1
Spoken,45,1
Spoken,62,1
Spoken,45,1
Spoken,52,1
Spoken,36,1
Spoken,24,1
Spoken,29,1
Spoken,277,1
Spoken,64,1
Spoken,69,1
Spoken,51,1
Spoken,42,1
Spoken,28,1
Spoken,146,1
Spoken,259,1
Spoken,41,1
Spoken,295,1
Spoken,28,1
Spoken,37,1
Spoken,39,1
Spoken,37,1
Spoken,26,1
Spoken,101,1
Spoken,196,1
Spoken,420,1
Spoken,233,1
Spoken,296,1
Spoken,53,1
Spoken,72,1
Spoken,46,1
Spoken,84,1
Spoken,32,1
Spoken,44,1
Spoken,43,1
Spoken,57,1
Spoken,235,1
Spoken,44,1
Spoken,41,1
Spoken,83,1
Spoken,51,1
Spoken,40,1
Spoken,121,1
Spoken,132,1
Spoken,53,1
Spoken,41,1
Spoken,42,1
Spoken,26,1
Spoken,68,1
Spoken,249,1
Spoken,50,1
Spoken,34,1
Spoken,27,1
Spoken,29,1
Spoken,66,1
Spoken,111,1
Spoken,105,1
Spoken,77,1
Spoken,109,1
Spoken,205,1
Spoken,217,1
Spoken,211,1
Experimental,116,1
Experimental,65,1
Experimental,51,1
Experimental,56,1
Experimental,51,1
Experimental,51,1
Experimental,43,1
Experimental,47,1
Experimental,46,1
Experimental,60,1
Experimental,52,1
Experimental,48,1
Experimental,67,1
Rock,256,1
Rock,917,1
Rock,3402,1
Experimental,2753,1
Experimental,193,1
Experimental,1310,1
Experimental,844,1
Experimental,511,1
Experimental,504,1
Experimental,235,1
Experimental,211,1
Experimental,79,1
Experimental,71,1
Experimental,80,1
Rock,525,1
Rock,319,1
Rock,368,1
Rock,770,1
Rock,626,1
Rock,1642,1
Rock,445,1
Rock,592,1
Experimental,181,1
Jazz,774,1
Jazz,234,1
Jazz,796,1
Jazz,751,1
Rock,376,1
Rock,213,1
Rock,283,1
Rock,813,1
Rock,978,1
Rock,402,1
Rock,164,1
Rock,96,1
Rock,69,1
Rock,67,1
Spoken,643,1
Experimental,143,1
Experimental,67,1
Experimental,138,1
Experimental,423,1
Rock,3030,1
Rock,2166,1
Rock,1510,1
Blues,3292,1
Blues,2124,1
Blues,1604,1
Blues,1957,1
Blues,951,1
Blues,2026,1
Blues,1368,1
Rock,474,1
Rock,279,1
Pop,1295,1
Rock,434,1
Jazz,656,1
Jazz,378,1
Jazz,641,1
Jazz,511,1
Jazz,236,1
Jazz,429,1
Jazz,289,1
Experimental,10700,1
Experimental,17088,1
Experimental,356,1
Experimental,5661,1
Experimental,6327,1
Experimental,315,1
Experimental,302,1
Experimental,3982,1
Experimental,193,1
Experimental,4628,1
-,14981,1
Rock,145,1
Rock,175,1
Rock,132,1
Rock,420,1
Rock,153,1
International,3761,1
Experimental,1278,1
Electronic,12854,1
Electronic,450,1
Electronic,851,1
Rock,11275,1
Electronic,405,1
Electronic,660,1
Electronic,147,1
Electronic,261,1
Experimental,217,1
Experimental,454,1
Experimental,204,1
Experimental,255,1
Experimental,193,1
Experimental,204,1
Experimental,302,1
Experimental,227,1
Experimental,174,1
Experimental,232,1
Rock,2998,1
Rock,554,1
Rock,390,1
Rock,324,1
Rock,381,1
Experimental,910,1
Experimental,847,1
Experimental,485,1
Rock,215,1
Rock,464,1
Rock,694,1
Rock,147,1
Electronic,211,1
Electronic,1432,1
Electronic,157,1
Rock,513,1
Rock,311,1
Rock,713,1
Rock,409,1
Rock,234,1
Rock,82,1
Rock,138,1
Rock,473,1
Rock,425,1
Rock,319,1
Rock,53,1
Rock,39,1
Rock,1120,1
Rock,41,1
Rock,45,1
Rock,111,1
Rock,77,1
Rock,115,1
Rock,31,1
Rock,65,1
Rock,923,1
Rock,954,1
Rock,696,1
Rock,1451,1
Jazz,4772,1
Jazz,5692,1
Jazz,2970,1
Jazz,3310,1
Jazz,4141,1
Rock,675,1
Rock,387,1
Rock,105,1
Rock,243,1
Rock,151,1
Rock,718,1
Rock,397,1
Rock,131,1
Rock,166,1
Rock,282,1
Rock,89,1
Rock,217,1
Rock,188,1
Rock,170,1
Rock,249,1
Rock,173,1
Rock,190,1
Rock,79,1
Rock,120,1
Rock,95,1
Rock,418,1
Rock,228,1
Rock,283,1
Rock,423,1
Rock,282,1
Rock,152,1
Rock,164,1
Rock,2079,1
Rock,88,1
Rock,217,1
Rock,256,1
Rock,224,1
Rock,124,1
Rock,85,1
Rock,80,1
Rock,127,1
Rock,61,1
Folk,1522,1
Folk,1437,1
Folk,1038,1
Folk,777,1
Folk,868,1
Folk,339,1
Folk,620,1
Rock,1134,1
Rock,679,1
Rock,524,1
Rock,892,1
Experimental,121,1
Experimental,83,1
Experimental,69,1
Experimental,59,1
Experimental,71,1
Experimental,51,1
Experimental,41,1
Experimental,63,1
-,162,1
Electronic,314,1
-,483,1
-,34,1
-,76,1
Electronic,136,1
-,414,1
-,198,1
Electronic,154,1
-,157,1
-,312,1
Electronic,211,1
-,512,1
-,124,1
-,98,1
-,300,1
-,96,1
-,320,1
-,469,1
-,1104,1
-,444,1
-,479,1
-,1948,1
-,416,1
-,457,1
-,189,1
Rock,181,1
Experimental,242,1
Experimental,46,1
Experimental,115,1
Experimental,39,1
Experimental,120,1
Experimental,275,1
Experimental,34,1
Experimental,45,1
Experimental,978,1
Experimental,80,1
Experimental,152,1
Experimental,23,1
Experimental,44,1
Experimental,23,1
Experimental,102,1
Experimental,27,1
Experimental,50,1
Experimental,59,1
Experimental,2740,1
Experimental,23,1
Experimental,54,1
Experimental,66,1
Experimental,21,1
Experimental,297,1
Experimental,95,1
Experimental,76,1
Experimental,71,1
Experimental,31,1
Experimental,32,1
Rock,3300,1
Rock,519,1
Rock,243,1
Rock,220,1
Rock,232,1
Rock,739,1
Experimental,2038,1
Experimental,1892,1
Experimental,2556,1
Rock,379,1
Rock,414,1
Rock,166,1
Rock,159,1
Rock,136,1
Rock,214,1
Rock,195,1
Rock,88,1
Rock,74,1
Rock,55,1
Rock,480,1
Rock,341,1
Rock,51,1
Rock,488,1
Rock,178,1
Rock,75,1
Rock,74,1
Rock,62,1
Rock,107,1
Rock,340,1
Rock,130,1
Rock,111,1
Rock,245,1
Electronic,41,1
Folk,120,1
Electronic,191,1
Electronic,64,1
Electronic,34,1
Electronic,55,1
Folk,86,1
Electronic,66,1
Electronic,25,1
Folk,570,1
Electronic,46,1
Folk,77,1
Electronic,36,1
Electronic,40,1
Electronic,116,1
Folk,124,1
Electronic,172,1
Electronic,26,1
Electronic,271,1
Electronic,35,1
Folk,121,1
Electronic,72,1
Electronic,77,1
Electronic,55,1
Folk,73,1
Electronic,37,1
Electronic,48,1
Folk,189,1
Electronic,116,1
Electronic,23,1
Electronic,49,1
Electronic,35,1
Electronic,91,1
Electronic,33,1
Electronic,44,1
Electronic,62,1
Electronic,66,1
Electronic,431,1
Electronic,81,1
Folk,141,1
Folk,113,1
Experimental,216,1
Experimental,115,1
Experimental,111,1
Experimental,128,1
Experimental,58,1
Experimental,37,1
-,8795,1
-,416,1
-,419,1
Rock,1862,1
Experimental,598,1
Rock,597,1
Rock,256,1
Rock,659,1
Rock,128,1
Rock,437,1
Rock,403,1
Rock,436,1
Rock,393,1
Rock,124,1
Rock,89,1
Rock,1984,1
Rock,91,1
Rock,233,1
Rock,94,1
Rock,65,1
Rock,64,1
Rock,73,1
Rock,113,1
Rock,69,1
Rock,93,1
Rock,93,1
Rock,106,1
Rock,812,1
Rock,532,1
Rock,858,1
Rock,586,1
Rock,518,1
-,12140,1
Rock,143,1
Rock,632,1
Rock,46,1
Rock,62,1
Rock,387,1
Rock,6911,1
Rock,516,1
Rock,657,1
Rock,274,1
Rock,249,1
Rock,268,1
Rock,394,1
Rock,428,1
Rock,158,1
Rock,207,1
Rock,2548,1
Electronic,236,1
-,223,1
Electronic,166,1
Electronic,202,1
Electronic,41,1
Electronic,78,1
Electronic,84,1
Electronic,96,1
Electronic,60,1
Electronic,56,1
Electronic,69,1
Electronic,44,1
Electronic,71,1
Electronic,34,1
Experimental,1336,1
Experimental,1159,1
Rock,1679,1
Rock,842,1
Rock,505,1
Rock,420,1
Electronic,174,1
Electronic,96,1
Electronic,163,1
Electronic,218,1
Electronic,640,1
Electronic,600,1
Electronic,77299,1
Electronic,416,1
Electronic,254,1
Electronic,372,1
Electronic,386,1
Electronic,266,1
Electronic,255,1
Electronic,197,1
Rock,58,1
Rock,55,1
Rock,45,1
Experimental,109,1
Experimental,147,1
Experimental,88,1
Experimental,69,1
Experimental,369,1
Experimental,56,1
Experimental,109,1
Experimental,39,1
Experimental,188,1
Experimental,176,1
Experimental,160,1
Experimental,93,1
Experimental,71,1
Experimental,466,1
Experimental,54,1
Experimental,40,1
Experimental,1768,1
Experimental,28,1
Experimental,40,1
Experimental,24,1
Experimental,45,1
Rock,159,1
Rock,82,1
Experimental,269,1
Rock,196,1
Rock,64,1
Rock,56,1
Rock,141,1
Rock,190,1
Rock,54,1
Rock,64,1
Rock,43,1
Rock,483,1
Rock,237,1
Rock,470,1
Rock,199,1
Rock,208,1
Rock,320,1
Rock,217,1
Rock,229,1
Rock,486,1
Rock,213,1
Rock,488,1
Experimental,664,1
Experimental,374,1
Experimental,88,1
Folk,275,1
Folk,702,1
Folk,367,1
Folk,777,1
Folk,2537,1
Folk,592,1
Folk,180,1
Electronic,1827,1
Electronic,1664,1
Electronic,278,1
Electronic,962,1
Electronic,1139,1
Electronic,868,1
Electronic,1152,1
Electronic,1073,1
Electronic,632,1
Electronic,803,1
Experimental,74,1
Experimental,60,1
Experimental,754,1
Experimental,27,1
Experimental,44,1
Experimental,83,1
Experimental,62,1
Experimental,46,1
Experimental,140,1
Experimental,160,1
Experimental,103,1
Experimental,96,1
Experimental,130,1
Experimental,85,1
Experimental,73,1
Experimental,71,1
-,477,1
-,671,1
Experimental,158,1
Experimental,95,1
Experimental,71,1
Experimental,65,1
Experimental,69,1
Experimental,63,1
Experimental,65,1
Experimental,63,1
Experimental,45,1
Experimental,58,1
Experimental,58,1
Experimental,63,1
Experimental,67,1
Experimental,99,1
Rock,189,1
Rock,32,1
Rock,215,1
Rock,263,1
Rock,27,1
Rock,88,1
Rock,133,1
Rock,121,1
Rock,196,1
Rock,127,1
Rock,12,1
Rock,68,1
Rock,23,1
Rock,47,1
Rock,117,1
Rock,116,1
Rock,46,1
Rock,449,1
Rock,83,1
Rock,24,1
Rock,208,1
Rock,450,1
Rock,87,1
Rock,15,1
Rock,71,1
Rock,123,1
Rock,217,1
Rock,115,1
Rock,429,1
Rock,35,1
Experimental,164,1
Experimental,63,1
Experimental,40,1
Experimental,37,1
Experimental,38,1
Experimental,79,1
Experimental,32,1
Experimental,33,1
Experimental,42,1
Experimental,43,1
Experimental,37,1
Experimental,49,1
Experimental,42,1
Experimental,742,1
Electronic,364,1
Electronic,602,1
Electronic,173,1
Electronic,184,1
Electronic,588,1
Electronic,154,1
Electronic,323,1
Rock,166,1
Pop,277,1
Pop,484,1
Pop,579,1
Pop,293,1
Pop,291,1
Pop,673,1
Pop,323,1
Pop,176,1
Pop,196,1
Pop,170,1
Pop,625,1
Pop,693,1
Pop,222,1
Pop,960,1
Pop,593,1
Pop,308,1
Pop,568,1
Experimental,177,1
Experimental,80,1
Experimental,69,1
Experimental,142,1
Experimental,188,1
Experimental,76,1
Experimental,512,1
Experimental,139,1
Electronic,388,1
Electronic,1108,1
Electronic,184,1
Electronic,174,1
Electronic,95,1
International,1240,1
International,703,1
International,1668,1
International,518,1
International,3288,1
International,517,1
International,657,1
International,476,1
International,423,1
International,500,1
Rock,510,1
Pop,240,1
Pop,244,1
Pop,212,1
Rock,297,1
Rock,65,1
Rock,157,1
Rock,191,1
Folk,352,1
Folk,259,1
Folk,220,1
Folk,543,1
Folk,689,1
Folk,2845,1
Folk,517,1
Folk,341,1
Rock,2308,1
Rock,123,1
Rock,272,1
Rock,878,1
Rock,213,1
Rock,155,1
Rock,305,1
Rock,263,1
Rock,205,1
Rock,262,1
Rock,148,1
Rock,595,1
Rock,264,1
Rock,131,1
Rock,3282,1
Electronic,348,1
Electronic,354,1
Electronic,348,1
Rock,1900,1
Rock,494,1
Rock,325,1
Rock,627,1
Rock,1155,1
Experimental,1486,1
Experimental,1030,1
Experimental,3544,1
Experimental,543,1
Experimental,3332,1
Experimental,682,1
Experimental,1913,1
Experimental,363,1
Experimental,329,1
Rock,271,1
Rock,318,1
Rock,428,1
Rock,284,1
Rock,168,1
Rock,73,1
Rock,79,1
Rock,173,1
Rock,86,1
Rock,197,1
Rock,49,1
Rock,97,1
Rock,58,1
Rock,107,1
Rock,116,1
Rock,52,1
Rock,66,1
Rock,91,1
Folk,474,1
Folk,119,1
Folk,143,1
Folk,162,1
Folk,252,1
Folk,237,1
Rock,40,1
Rock,114,1
Rock,120,1
Rock,64,1
Rock,108,1
Rock,132,1
Rock,252,1
Rock,322,1
Rock,95,1
Rock,108,1
Rock,146,1
Rock,155,1
Rock,114,1
Rock,216,1
Rock,115,1
Rock,170,1
Rock,194,1
Rock,845,1
Rock,128,1
Rock,75,1
Rock,127,1
Rock,485,1
Rock,271,1
Rock,665,1
Rock,235,1
Rock,282,1
Rock,127,1
Rock,93,1
Rock,524,1
Rock,223,1
Rock,86,1
Rock,64,1
Rock,137,1
Rock,249,1
Rock,430,1
Rock,80,1
Rock,363,1
Rock,387,1
Rock,95,1
Rock,98,1
Rock,105,1
Rock,194,1
Rock,174,1
Rock,49,1
Rock,129,1
Rock,273,1
Rock,2023,1
Rock,129,1
Rock,219,1
Rock,84,1
Rock,94,1
Rock,141,1
Rock,174,1
Rock,185,1
Rock,206,1
Rock,321,1
Rock,28,1
Rock,114,1
Rock,124,1
Rock,35,1
Rock,518,1
Rock,518,1
Pop,43,1
Pop,84,1
Pop,72,1
Pop,49,1
Pop,48,1
Rock,89,1
Rock,155,1
Electronic,91,1
Electronic,310,1
-,2008,1
Electronic,121,1
-,873,1
Electronic,185,1
-,906,1
Electronic,156,1
-,652,1
Electronic,143,1
-,921,1
Electronic,55,1
Electronic,72,1
Electronic,54,1
Electronic,76,1
Electronic,90,1
Electronic,86,1
Electronic,495,1
Electronic,401,1
Rock,306,1
Rock,2403,1
Rock,542,1
Rock,191,1
Rock,214,1
Rock,287,1
Rock,1291,1
Rock,1473,1
Rock,1185,1
Rock,4896,1
-,9523,1
Folk,753,1
Folk,367,1
Folk,329,1
Folk,473,1
Rock,740,1
Rock,286,1
Rock,302,1
Rock,261,1
Rock,271,1
Folk,376,1
Experimental,251,1
Experimental,223,1
Experimental,116,1
Folk,376,1
Folk,439,1
Folk,636,1
Folk,228,1
Folk,151,1
Folk,126,1
Folk,166,1
Folk,265,1
Folk,152,1
Folk,264,1
Folk,188,1
Folk,599,1
Folk,1017,1
Folk,468,1
Folk,117,1
Folk,134,1
Experimental,4684,1
Rock,2464,1
Experimental,92,1
Experimental,351,1
Experimental,123,1
Experimental,469,1
Experimental,50,1
Experimental,34,1
Experimental,110,1
Experimental,66,1
Experimental,86,1
Rock,396,1
Rock,356,1
Rock,213,1
Rock,218,1
Rock,445,1
Rock,344,1
Rock,395,1
Rock,625,1
Rock,113,1
Rock,134,1
Rock,62,1
Rock,65,1
Rock,145,1
Rock,90,1
Rock,89,1
Rock,230,1
Rock,111,1
Rock,117,1
Rock,79,1
Rock,97,1
Rock,107,1
Rock,64,1
Rock,137,1
Jazz,3904,1
Jazz,3427,1
Jazz,3112,1
Jazz,4694,1
Jazz,4324,1
Experimental,192,1
Experimental,151,1
Experimental,119,1
Experimental,101,1
Experimental,114,1
Experimental,95,1
Experimental,105,1
Electronic,90,1
Electronic,69,1
Electronic,36,1
Electronic,61,1
Experimental,215,1
Experimental,171,1
Experimental,116,1
Experimental,106,1
Rock,204,1
Rock,76,1
Rock,22,1
Rock,28,1
Rock,50,1
Rock,306,1
Rock,51,1
Rock,40,1
Rock,20,1
Rock,61,1
Rock,41,1
Rock,80,1
Rock,433,1
Jazz,1013,1
Experimental,292,1
Experimental,122,1
Experimental,148,1
Experimental,100,1
Experimental,86,1
Experimental,99,1
Experimental,101,1
Experimental,86,1
Experimental,94,1
Experimental,96,1
Experimental,146,1
Experimental,187,1
Rock,69,1
-,3756,1
Experimental,233,1
Experimental,1383,1
Rock,687,1
Rock,640,1
Rock,1230,1
Experimental,228,1
Experimental,115,1
Experimental,73,1
Experimental,81,1
